time,station,waiting_passengers
21:29,SSP,13285
21:29,STW,14179
21:29,SUN,14877
21:29,SUW,14071
21:29,SWH,14218
21:29,SYP,14448
21:29,TAK,14057
21:29,TAP,13843
21:29,TAW,12091
21:29,TIH,13380
21:29,TIK,12855
21:29,TIS,14721
21:29,TKO,14201
21:29,TKW,14147
21:29,TSH,14530
21:29,TST,13382
21:29,TSW,14507
21:29,TSY,13471
21:29,TUC,15063
21:29,TUM,14940
21:29,TWH,14529
21:29,TWO,13960
21:29,TWW,13828
21:29,UNI,13917
21:29,WAC,13367
21:29,WCH,14490
21:29,WHA,14721
21:29,WKS,15072
21:29,WTS,13511
21:29,YAT,12085
21:29,YMT,10961
21:29,YUL,14554
21:30,ADM,11045
21:30,AIR,15088
21:30,AUS,14123
21:30,AWE,15244
21:30,CAB,13381
21:30,CEN,12891
21:30,CHH,13460
21:30,CHW,14779
21:30,CIO,14239
21:30,CKT,14126
21:30,CSW,13433
21:30,DIH,12127
21:30,DIS,14779
21:30,ETS,14136
21:30,EXC,13941
21:30,FAN,14179
21:30,FOH,13598
21:30,FOT,13604
21:30,HAH,14790
21:30,HEO,14538
21:30,HFC,14485
21:30,HIK,14303
21:30,HKU,14471
21:30,HOK,14147
21:30,HOM,13463
21:30,HUH,11890
21:30,JOR,13572
21:30,KAT,14347
21:30,KET,14515
21:30,KOB,13484
21:30,KOT,11218
21:30,KOW,14425
21:30,KSR,14450
21:30,KWF,14297
21:30,KWH,14425
21:30,KWT,13710
21:30,LAK,12200
21:30,LAT,13595
21:30,LCK,13326
21:30,LET,14676
21:30,LHP,15841
21:30,LMC,15355
21:30,LOF,13485
21:30,LOP,14656
21:30,LOW,15291
21:30,MEF,11615
21:30,MKK,13654
21:30,MOK,10801
21:30,MOS,14845
21:30,NAC,12939
21:30,NOP,12928
21:30,NTK,13527
21:30,OCP,14182
21:30,OLY,14863
21:30,POA,15065
21:30,PRE,11326
21:30,QUB,12587
21:30,SHM,14190
21:30,SHS,14393
21:30,SHT,13779
21:30,SHW,14157
21:30,SIH,14984
21:30,SKM,13381
21:30,SKW,14348
21:30,SOH,14877
21:30,SSP,13296
21:30,STW,14182
21:30,SUN,14890
21:30,SUW,14087
21:30,SWH,14226
21:30,SYP,14453
21:30,TAK,14064
21:30,TAP,13854
21:30,TAW,12103
21:30,TIH,13385
21:30,TIK,12868
21:30,TIS,14736
21:30,TKO,14212
21:30,TKW,14154
21:30,TSH,14540
21:30,TST,13394
21:30,TSW,14523
21:30,TSY,13469
21:30,TUC,15078
21:30,TUM,14963
21:30,TWH,14542
21:30,TWO,13971
21:30,TWW,13839
21:30,UNI,13930
21:30,WAC,13375
21:30,WCH,14507
21:30,WHA,14735
21:30,WKS,15078
21:30,WTS,13526
21:30,YAT,12100
21:30,YMT,10980
21:30,YUL,14561
21:31,ADM,11045
21:31,AIR,15098
21:31,AUS,14133
21:31,AWE,15259
21:31,CAB,13396
21:31,CEN,12894
21:31,CHH,13470
21:31,CHW,14785
21:31,CIO,14254
21:31,CKT,14141
21:31,CSW,13442
21:31,DIH,12140
21:31,DIS,14789
21:31,ETS,14151
21:31,EXC,13951
21:31,FAN,14187
21:31,FOH,13612
21:31,FOT,13614
21:31,HAH,14802
21:31,HEO,14551
21:31,HFC,14500
21:31,HIK,14316
21:31,HKU,14483
21:31,HOK,14158
21:31,HOM,13476
21:31,HUH,11901
21:31,JOR,13582
21:31,KAT,14357
21:31,KET,14526
21:31,KOB,13505
21:31,KOT,11228
21:31,KOW,14435
21:31,KSR,14468
21:31,KWF,14309
21:31,KWH,14433
21:31,KWT,13723
21:31,LAK,12207
21:31,LAT,13602
21:31,LCK,13335
21:31,LET,14691
21:31,LHP,15854
21:31,LMC,15362
21:31,LOF,13497
21:31,LOP,14668
21:31,LOW,15305
21:31,MEF,11624
21:31,MKK,13663
21:31,MOK,10808
21:31,MOS,14854
21:31,NAC,12955
21:31,NOP,12930
21:31,NTK,13534
21:31,OCP,14186
21:31,OLY,14878
21:31,POA,15075
21:31,PRE,11332
21:31,QUB,12598
21:31,SHM,14200
21:31,SHS,14408
21:31,SHT,13788
21:31,SHW,14169
21:31,SIH,14999
21:31,SKM,13393
21:31,SKW,14362
21:31,SOH,14887
21:31,SSP,13302
21:31,STW,14190
21:31,SUN,14901
21:31,SUW,14098
21:31,SWH,14234
21:31,SYP,14463
21:31,TAK,14074
21:31,TAP,13865
21:31,TAW,12111
21:31,TIH,13397
21:31,TIK,12867
21:31,TIS,14751
21:31,TKO,14219
21:31,TKW,14166
21:31,TSH,14547
21:31,TST,13405
21:31,TSW,14528
21:31,TSY,13482
21:31,TUC,15093
21:31,TUM,14971
21:31,TWH,14552
21:31,TWO,13978
21:31,TWW,13849
21:31,UNI,13937
21:31,WAC,13384
21:31,WCH,14519
21:31,WHA,14747
21:31,WKS,15097
21:31,WTS,13538
21:31,YAT,12108
21:31,YMT,10990
21:31,YUL,14570
21:32,ADM,11051
21:32,AIR,15112
21:32,AUS,14138
21:32,AWE,15270
21:32,CAB,13408
21:32,CEN,12903
21:32,CHH,13481
21:32,CHW,14802
21:32,CIO,14263
21:32,CKT,14158
21:32,CSW,13454
21:32,DIH,12150
21:32,DIS,14798
21:32,ETS,14161
21:32,EXC,13954
21:32,FAN,14202
21:32,FOH,13613
21:32,FOT,13631
21:32,HAH,14809
21:32,HEO,14560
21:32,HFC,14509
21:32,HIK,14324
21:32,HKU,14487
21:32,HOK,14170
21:32,HOM,13487
21:32,HUH,11896
21:32,JOR,13593
21:32,KAT,14378
21:32,KET,14539
21:32,KOB,13514
21:32,KOT,11229
21:32,KOW,14450
21:32,KSR,14484
21:32,KWF,14317
21:32,KWH,14455
21:32,KWT,13734
21:32,LAK,12214
21:32,LAT,13606
21:32,LCK,13352
21:32,LET,14707
21:32,LHP,15862
21:32,LMC,15372
21:32,LOF,13514
21:32,LOP,14679
21:32,LOW,15315
21:32,MEF,11625
21:32,MKK,13674
21:32,MOK,10814
21:32,MOS,14859
21:32,NAC,12962
21:32,NOP,12945
21:32,NTK,13546
21:32,OCP,14196
21:32,OLY,14893
21:32,POA,15086
21:32,PRE,11332
21:32,QUB,12601
21:32,SHM,14216
21:32,SHS,14423
21:32,SHT,13800
21:32,SHW,14172
21:32,SIH,15010
21:32,SKM,13400
21:32,SKW,14367
21:32,SOH,14895
21:32,SSP,13314
21:32,STW,14197
21:32,SUN,14916
21:32,SUW,14107
21:32,SWH,14252
21:32,SYP,14475
21:32,TAK,14084
21:32,TAP,13878
21:32,TAW,12112
21:32,TIH,13410
21:32,TIK,12872
21:32,TIS,14763
21:32,TKO,14240
21:32,TKW,14178
21:32,TSH,14557
21:32,TST,13419
21:32,TSW,14540
21:32,TSY,13497
21:32,TUC,15100
21:32,TUM,14983
21:32,TWH,14566
21:32,TWO,13983
21:32,TWW,13863
21:32,UNI,13947
21:32,WAC,13400
21:32,WCH,14522
21:32,WHA,14761
21:32,WKS,15112
21:32,WTS,13545
21:32,YAT,12113
21:32,YMT,10984
21:32,YUL,14588
21:33,ADM,11060
21:33,AIR,15125
21:33,AUS,14147
21:33,AWE,15281
21:33,CAB,13409
21:33,CEN,12916
21:33,CHH,13495
21:33,CHW,14816
21:33,CIO,14271
21:33,CKT,14173
21:33,CSW,13471
21:33,DIH,12156
21:33,DIS,14810
21:33,ETS,14171
21:33,EXC,13969
21:33,FAN,14212
21:33,FOH,13624
21:33,FOT,13640
21:33,HAH,14822
21:33,HEO,14568
21:33,HFC,14524
21:33,HIK,14340
21:33,HKU,14494
21:33,HOK,14182
21:33,HOM,13492
21:33,HUH,11909
21:33,JOR,13608
21:33,KAT,14388
21:33,KET,14547
21:33,KOB,13524
21:33,KOT,11245
21:33,KOW,14464
21:33,KSR,14498
21:33,KWF,14327
21:33,KWH,14464
21:33,KWT,13742
21:33,LAK,12226
21:33,LAT,13624
21:33,LCK,13356
21:33,LET,14723
21:33,LHP,15870
21:33,LMC,15379
21:33,LOF,13532
21:33,LOP,14693
21:33,LOW,15328
21:33,MEF,11629
21:33,MKK,13681
21:33,MOK,10828
21:33,MOS,14874
21:33,NAC,12970
21:33,NOP,12961
21:33,NTK,13554
21:33,OCP,14213
21:33,OLY,14911
21:33,POA,15100
21:33,PRE,11338
21:33,QUB,12609
21:33,SHM,14234
21:33,SHS,14430
21:33,SHT,13813
21:33,SHW,14182
21:33,SIH,15029
21:33,SKM,13412
21:33,SKW,14381
21:33,SOH,14908
21:33,SSP,13323
21:33,STW,14219
21:33,SUN,14928
21:33,SUW,14122
21:33,SWH,14261
21:33,SYP,14486
21:33,TAK,14097
21:33,TAP,13888
21:33,TAW,12127
21:33,TIH,13421
21:33,TIK,12884
21:33,TIS,14772
21:33,TKO,14241
21:33,TKW,14194
21:33,TSH,14565
21:33,TST,13425
21:33,TSW,14552
21:33,TSY,13511
21:33,TUC,15111
21:33,TUM,14994
21:33,TWH,14580
21:33,TWO,13988
21:33,TWW,13877
21:33,UNI,13955
21:33,WAC,13411
21:33,WCH,14532
21:33,WHA,14771
21:33,WKS,15126
21:33,WTS,13555
21:33,YAT,12119
21:33,YMT,10996
21:33,YUL,14590
21:34,ADM,11072
21:34,AIR,15140
21:34,AUS,14153
21:34,AWE,15288
21:34,CAB,13424
21:34,CEN,12925
21:34,CHH,13505
21:34,CHW,14833
21:34,CIO,14281
21:34,CKT,14186
21:34,CSW,13483
21:34,DIH,12159
21:34,DIS,14827
21:34,ETS,14183
21:34,EXC,13981
21:34,FAN,14221
21:34,FOH,13637
21:34,FOT,13656
21:34,HAH,14835
21:34,HEO,14575
21:34,HFC,14531
21:34,HIK,14350
21:34,HKU,14505
21:34,HOK,14190
21:34,HOM,13503
21:34,HUH,11920
21:34,JOR,13614
21:34,KAT,14401
21:34,KET,14559
21:34,KOB,13535
21:34,KOT,11249
21:34,KOW,14471
21:34,KSR,14513
21:34,KWF,14337
21:34,KWH,14478
21:34,KWT,13751
21:34,LAK,12231
21:34,LAT,13635
21:34,LCK,13371
21:34,LET,14732
21:34,LHP,15886
21:34,LMC,15396
21:34,LOF,13532
21:34,LOP,14701
21:34,LOW,15338
21:34,MEF,11634
21:34,MKK,13686
21:34,MOK,10828
21:34,MOS,14888
21:34,NAC,12983
21:34,NOP,12973
21:34,NTK,13569
21:34,OCP,14224
21:34,OLY,14916
21:34,POA,15117
21:34,PRE,11352
21:34,QUB,12619
21:34,SHM,14235
21:34,SHS,14438
21:34,SHT,13823
21:34,SHW,14190
21:34,SIH,15043
21:34,SKM,13410
21:34,SKW,14394
21:34,SOH,14921
21:34,SSP,13330
21:34,STW,14236
21:34,SUN,14938
21:34,SUW,14144
21:34,SWH,14276
21:34,SYP,14490
21:34,TAK,14107
21:34,TAP,13901
21:34,TAW,12137
21:34,TIH,13432
21:34,TIK,12898
21:34,TIS,14786
21:34,TKO,14249
21:34,TKW,14205
21:34,TSH,14576
21:34,TST,13440
21:34,TSW,14566
21:34,TSY,13519
21:34,TUC,15126
21:34,TUM,15008
21:34,TWH,14585
21:34,TWO,14000
21:34,TWW,13888
21:34,UNI,13966
21:34,WAC,13421
21:34,WCH,14544
21:34,WHA,14781
21:34,WKS,15140
21:34,WTS,13574
21:34,YAT,12130
21:34,YMT,11004
21:34,YUL,14604
21:35,ADM,11082
21:35,AIR,15152
21:35,AUS,14171
21:35,AWE,15304
21:35,CAB,13435
21:35,CEN,12930
21:35,CHH,13519
21:35,CHW,14847
21:35,CIO,14295
21:35,CKT,14188
21:35,CSW,13499
21:35,DIH,12170
21:35,DIS,14846
21:35,ETS,14188
21:35,EXC,13995
21:35,FAN,14237
21:35,FOH,13648
21:35,FOT,13672
21:35,HAH,14847
21:35,HEO,14587
21:35,HFC,14539
21:35,HIK,14360
21:35,HKU,14512
21:35,HOK,14200
21:35,HOM,13513
21:35,HUH,11931
21:35,JOR,13632
21:35,KAT,14410
21:35,KET,14569
21:35,KOB,13540
21:35,KOT,11251
21:35,KOW,14487
21:35,KSR,14529
21:35,KWF,14348
21:35,KWH,14484
21:35,KWT,13756
21:35,LAK,12246
21:35,LAT,13652
21:35,LCK,13388
21:35,LET,14733
21:35,LHP,15901
21:35,LMC,15410
21:35,LOF,13548
21:35,LOP,14708
21:35,LOW,15343
21:35,MEF,11643
21:35,MKK,13693
21:35,MOK,10833
21:35,MOS,14903
21:35,NAC,12990
21:35,NOP,12979
21:35,NTK,13586
21:35,OCP,14242
21:35,OLY,14925
21:35,POA,15136
21:35,PRE,11362
21:35,QUB,12630
21:35,SHM,14246
21:35,SHS,14449
21:35,SHT,13832
21:35,SHW,14202
21:35,SIH,15053
21:35,SKM,13420
21:35,SKW,14399
21:35,SOH,14936
21:35,SSP,13331
21:35,STW,14250
21:35,SUN,14953
21:35,SUW,14155
21:35,SWH,14290
21:35,SYP,14500
21:35,TAK,14117
21:35,TAP,13914
21:35,TAW,12145
21:35,TIH,13434
21:35,TIK,12904
21:35,TIS,14796
21:35,TKO,14264
21:35,TKW,14220
21:35,TSH,14587
21:35,TST,13456
21:35,TSW,14579
21:35,TSY,13528
21:35,TUC,15139
21:35,TUM,15016
21:35,TWH,14601
21:35,TWO,14014
21:35,TWW,13906
21:35,UNI,13971
21:35,WAC,13433
21:35,WCH,14558
21:35,WHA,14788
21:35,WKS,15149
21:35,WTS,13585
21:35,YAT,12136
21:35,YMT,11015
21:35,YUL,14613
21:36,ADM,11080
21:36,AIR,15164
21:36,AUS,14182
21:36,AWE,15320
21:36,CAB,13453
21:36,CEN,12930
21:36,CHH,13529
21:36,CHW,14858
21:36,CIO,14307
21:36,CKT,14197
21:36,CSW,13506
21:36,DIH,12180
21:36,DIS,14854
21:36,ETS,14197
21:36,EXC,14017
21:36,FAN,14249
21:36,FOH,13657
21:36,FOT,13679
21:36,HAH,14864
21:36,HEO,14603
21:36,HFC,14551
21:36,HIK,14371
21:36,HKU,14526
21:36,HOK,14209
21:36,HOM,13524
21:36,HUH,11944
21:36,JOR,13643
21:36,KAT,14423
21:36,KET,14580
21:36,KOB,13555
21:36,KOT,11259
21:36,KOW,14499
21:36,KSR,14536
21:36,KWF,14361
21:36,KWH,14492
21:36,KWT,13764
21:36,LAK,12245
21:36,LAT,13651
21:36,LCK,13394
21:36,LET,14737
21:36,LHP,15906
21:36,LMC,15424
21:36,LOF,13563
21:36,LOP,14715
21:36,LOW,15348
21:36,MEF,11656
21:36,MKK,13705
21:36,MOK,10846
21:36,MOS,14915
21:36,NAC,13002
21:36,NOP,12983
21:36,NTK,13592
21:36,OCP,14249
21:36,OLY,14939
21:36,POA,15154
21:36,PRE,11378
21:36,QUB,12643
21:36,SHM,14259
21:36,SHS,14461
21:36,SHT,13838
21:36,SHW,14214
21:36,SIH,15063
21:36,SKM,13429
21:36,SKW,14415
21:36,SOH,14944
21:36,SSP,13343
21:36,STW,14261
21:36,SUN,14966
21:36,SUW,14170
21:36,SWH,14309
21:36,SYP,14512
21:36,TAK,14123
21:36,TAP,13925
21:36,TAW,12158
21:36,TIH,13448
21:36,TIK,12909
21:36,TIS,14811
21:36,TKO,14282
21:36,TKW,14232
21:36,TSH,14599
21:36,TST,13470
21:36,TSW,14582
21:36,TSY,13544
21:36,TUC,15145
21:36,TUM,15019
21:36,TWH,14613
21:36,TWO,14023
21:36,TWW,13910
21:36,UNI,13980
21:36,WAC,13437
21:36,WCH,14570
21:36,WHA,14792
21:36,WKS,15153
21:36,WTS,13596
21:36,YAT,12148
21:36,YMT,11026
21:36,YUL,14628
21:37,ADM,11088
21:37,AIR,15175
21:37,AUS,14188
21:37,AWE,15336
21:37,CAB,13468
21:37,CEN,12944
21:37,CHH,13539
21:37,CHW,14864
21:37,CIO,14316
21:37,CKT,14210
21:37,CSW,13509
21:37,DIH,12195
21:37,DIS,14866
21:37,ETS,14205
21:37,EXC,14023
21:37,FAN,14258
21:37,FOH,13659
21:37,FOT,13691
21:37,HAH,14876
21:37,HEO,14611
21:37,HFC,14564
21:37,HIK,14377
21:37,HKU,14534
21:37,HOK,14227
21:37,HOM,13531
21:37,HUH,11942
21:37,JOR,13655
21:37,KAT,14434
21:37,KET,14591
21:37,KOB,13562
21:37,KOT,11264
21:37,KOW,14509
21:37,KSR,14548
21:37,KWF,14373
21:37,KWH,14503
21:37,KWT,13779
21:37,LAK,12258
21:37,LAT,13661
21:37,LCK,13404
21:37,LET,14749
21:37,LHP,15916
21:37,LMC,15435
21:37,LOF,13578
21:37,LOP,14733
21:37,LOW,15359
21:37,MEF,11659
21:37,MKK,13717
21:37,MOK,10856
21:37,MOS,14932
21:37,NAC,13018
21:37,NOP,12997
21:37,NTK,13606
21:37,OCP,14267
21:37,OLY,14947
21:37,POA,15168
21:37,PRE,11375
21:37,QUB,12654
21:37,SHM,14272
21:37,SHS,14473
21:37,SHT,13850
21:37,SHW,14222
21:37,SIH,15074
21:37,SKM,13443
21:37,SKW,14424
21:37,SOH,14959
21:37,SSP,13361
21:37,STW,14267
21:37,SUN,14970
21:37,SUW,14180
21:37,SWH,14320
21:37,SYP,14528
21:37,TAK,14134
21:37,TAP,13937
21:37,TAW,12159
21:37,TIH,13462
21:37,TIK,12919
21:37,TIS,14820
21:37,TKO,14296
21:37,TKW,14238
21:37,TSH,14612
21:37,TST,13472
21:37,TSW,14592
21:37,TSY,13553
21:37,TUC,15157
21:37,TUM,15030
21:37,TWH,14623
21:37,TWO,14038
21:37,TWW,13918
21:37,UNI,13988
21:37,WAC,13449
21:37,WCH,14586
21:37,WHA,14806
21:37,WKS,15170
21:37,WTS,13596
21:37,YAT,12154
21:37,YMT,11025
21:37,YUL,14643
21:38,ADM,11098
21:38,AIR,15178
21:38,AUS,14198
21:38,AWE,15355
21:38,CAB,13467
21:38,CEN,12962
21:38,CHH,13555
21:38,CHW,14873
21:38,CIO,14325
21:38,CKT,14219
21:38,CSW,13532
21:38,DIH,12210
21:38,DIS,14878
21:38,ETS,14221
21:38,EXC,14032
21:38,FAN,14265
21:38,FOH,13668
21:38,FOT,13705
21:38,HAH,14886
21:38,HEO,14620
21:38,HFC,14575
21:38,HIK,14387
21:38,HKU,14545
21:38,HOK,14236
21:38,HOM,13542
21:38,HUH,11958
21:38,JOR,13669
21:38,KAT,14446
21:38,KET,14609
21:38,KOB,13574
21:38,KOT,11276
21:38,KOW,14523
21:38,KSR,14561
21:38,KWF,14377
21:38,KWH,14514
21:38,KWT,13790
21:38,LAK,12268
21:38,LAT,13672
21:38,LCK,13410
21:38,LET,14759
21:38,LHP,15929
21:38,LMC,15445
21:38,LOF,13590
21:38,LOP,14751
21:38,LOW,15372
21:38,MEF,11667
21:38,MKK,13726
21:38,MOK,10874
21:38,MOS,14940
21:38,NAC,13036
21:38,NOP,13012
21:38,NTK,13614
21:38,OCP,14274
21:38,OLY,14953
21:38,POA,15183
21:38,PRE,11387
21:38,QUB,12658
21:38,SHM,14287
21:38,SHS,14484
21:38,SHT,13862
21:38,SHW,14232
21:38,SIH,15082
21:38,SKM,13453
21:38,SKW,14441
21:38,SOH,14971
21:38,SSP,13372
21:38,STW,14288
21:38,SUN,14986
21:38,SUW,14186
21:38,SWH,14330
21:38,SYP,14539
21:38,TAK,14146
21:38,TAP,13948
21:38,TAW,12171
21:38,TIH,13473
21:38,TIK,12919
21:38,TIS,14832
21:38,TKO,14302
21:38,TKW,14260
21:38,TSH,14620
21:38,TST,13478
21:38,TSW,14598
21:38,TSY,13566
21:38,TUC,15171
21:38,TUM,15044
21:38,TWH,14631
21:38,TWO,14048
21:38,TWW,13923
21:38,UNI,13994
21:38,WAC,13465
21:38,WCH,14606
21:38,WHA,14821
21:38,WKS,15182
21:38,WTS,13603
21:38,YAT,12163
21:38,YMT,11029
21:38,YUL,14654
21:39,ADM,11108
21:39,AIR,15185
21:39,AUS,14205
21:39,AWE,15366
21:39,CAB,13478
21:39,CEN,12976
21:39,CHH,13570
21:39,CHW,14888
21:39,CIO,14344
21:39,CKT,14234
21:39,CSW,13544
21:39,DIH,12210
21:39,DIS,14890
21:39,ETS,14236
21:39,EXC,14037
21:39,FAN,14275
21:39,FOH,13683
21:39,FOT,13712
21:39,HAH,14904
21:39,HEO,14630
21:39,HFC,14581
21:39,HIK,14400
21:39,HKU,14560
21:39,HOK,14249
21:39,HOM,13555
21:39,HUH,11962
21:39,JOR,13672
21:39,KAT,14464
21:39,KET,14627
21:39,KOB,13576
21:39,KOT,11280
21:39,KOW,14523
21:39,KSR,14571
21:39,KWF,14389
21:39,KWH,14525
21:39,KWT,13796
21:39,LAK,12274
21:39,LAT,13693
21:39,LCK,13422
21:39,LET,14768
21:39,LHP,15946
21:39,LMC,15462
21:39,LOF,13590
21:39,LOP,14766
21:39,LOW,15384
21:39,MEF,11671
21:39,MKK,13738
21:39,MOK,10877
21:39,MOS,14947
21:39,NAC,13053
21:39,NOP,13024
21:39,NTK,13630
21:39,OCP,14282
21:39,OLY,14966
21:39,POA,15195
21:39,PRE,11405
21:39,QUB,12667
21:39,SHM,14302
21:39,SHS,14492
21:39,SHT,13877
21:39,SHW,14246
21:39,SIH,15092
21:39,SKM,13464
21:39,SKW,14451
21:39,SOH,14979
21:39,SSP,13383
21:39,STW,14292
21:39,SUN,14997
21:39,SUW,14197
21:39,SWH,14338
21:39,SYP,14547
21:39,TAK,14168
21:39,TAP,13960
21:39,TAW,12176
21:39,TIH,13478
21:39,TIK,12938
21:39,TIS,14847
21:39,TKO,14308
21:39,TKW,14273
21:39,TSH,14630
21:39,TST,13491
21:39,TSW,14607
21:39,TSY,13579
21:39,TUC,15185
21:39,TUM,15058
21:39,TWH,14636
21:39,TWO,14056
21:39,TWW,13936
21:39,UNI,13999
21:39,WAC,13483
21:39,WCH,14622
21:39,WHA,14832
21:39,WKS,15191
21:39,WTS,13615
21:39,YAT,12165
21:39,YMT,11040
21:39,YUL,14663
21:40,ADM,11116
21:40,AIR,15195
21:40,AUS,14214
21:40,AWE,15374
21:40,CAB,13494
21:40,CEN,12984
21:40,CHH,13586
21:40,CHW,14901
21:40,CIO,14359
21:40,CKT,14244
21:40,CSW,13555
21:40,DIH,12220
21:40,DIS,14903
21:40,ETS,14246
21:40,EXC,14047
21:40,FAN,14291
21:40,FOH,13692
21:40,FOT,13726
21:40,HAH,14919
21:40,HEO,14643
21:40,HFC,14589
21:40,HIK,14414
21:40,HKU,14569
21:40,HOK,14262
21:40,HOM,13569
21:40,HUH,11968
21:40,JOR,13685
21:40,KAT,14477
21:40,KET,14634
21:40,KOB,13581
21:40,KOT,11286
21:40,KOW,14530
21:40,KSR,14580
21:40,KWF,14405
21:40,KWH,14537
21:40,KWT,13801
21:40,LAK,12278
21:40,LAT,13707
21:40,LCK,13437
21:40,LET,14781
21:40,LHP,15957
21:40,LMC,15480
21:40,LOF,13598
21:40,LOP,14774
21:40,LOW,15393
21:40,MEF,11682
21:40,MKK,13751
21:40,MOK,10873
21:40,MOS,14958
21:40,NAC,13064
21:40,NOP,13032
21:40,NTK,13639
21:40,OCP,14294
21:40,OLY,14978
21:40,POA,15204
21:40,PRE,11425
21:40,QUB,12682
21:40,SHM,14315
21:40,SHS,14498
21:40,SHT,13881
21:40,SHW,14263
21:40,SIH,15103
21:40,SKM,13471
21:40,SKW,14464
21:40,SOH,14991
21:40,SSP,13385
21:40,STW,14306
21:40,SUN,15005
21:40,SUW,14216
21:40,SWH,14350
21:40,SYP,14550
21:40,TAK,14183
21:40,TAP,13982
21:40,TAW,12189
21:40,TIH,13481
21:40,TIK,12953
21:40,TIS,14847
21:40,TKO,14315
21:40,TKW,14282
21:40,TSH,14642
21:40,TST,13506
21:40,TSW,14613
21:40,TSY,13581
21:40,TUC,15193
21:40,TUM,15077
21:40,TWH,14649
21:40,TWO,14068
21:40,TWW,13952
21:40,UNI,14009
21:40,WAC,13497
21:40,WCH,14639
21:40,WHA,14837
21:40,WKS,15203
21:40,WTS,13632
21:40,YAT,12176
21:40,YMT,11058
21:40,YUL,14671
21:41,ADM,11115
21:41,AIR,15212
21:41,AUS,14227
21:41,AWE,15383
21:41,CAB,13507
21:41,CEN,12986
21:41,CHH,13598
21:41,CHW,14906
21:41,CIO,14371
21:41,CKT,14253
21:41,CSW,13568
21:41,DIH,12230
21:41,DIS,14915
21:41,ETS,14263
21:41,EXC,14059
21:41,FAN,14304
21:41,FOH,13704
21:41,FOT,13734
21:41,HAH,14924
21:41,HEO,14645
21:41,HFC,14597
21:41,HIK,14427
21:41,HKU,14580
21:41,HOK,14275
21:41,HOM,13576
21:41,HUH,11983
21:41,JOR,13694
21:41,KAT,14487
21:41,KET,14640
21:41,KOB,13595
21:41,KOT,11304
21:41,KOW,14541
21:41,KSR,14591
21:41,KWF,14417
21:41,KWH,14547
21:41,KWT,13823
21:41,LAK,12287
21:41,LAT,13715
21:41,LCK,13444
21:41,LET,14789
21:41,LHP,15966
21:41,LMC,15491
21:41,LOF,13612
21:41,LOP,14787
21:41,LOW,15400
21:41,MEF,11690
21:41,MKK,13761
21:41,MOK,10882
21:41,MOS,14966
21:41,NAC,13076
21:41,NOP,13037
21:41,NTK,13645
21:41,OCP,14301
21:41,OLY,14981
21:41,POA,15212
21:41,PRE,11441
21:41,QUB,12690
21:41,SHM,14327
21:41,SHS,14511
21:41,SHT,13888
21:41,SHW,14270
21:41,SIH,15115
21:41,SKM,13480
21:41,SKW,14475
21:41,SOH,15000
21:41,SSP,13401
21:41,STW,14316
21:41,SUN,15013
21:41,SUW,14229
21:41,SWH,14364
21:41,SYP,14562
21:41,TAK,14184
21:41,TAP,13998
21:41,TAW,12197
21:41,TIH,13495
21:41,TIK,12964
21:41,TIS,14861
21:41,TKO,14322
21:41,TKW,14286
21:41,TSH,14654
21:41,TST,13522
21:41,TSW,14620
21:41,TSY,13590
21:41,TUC,15210
21:41,TUM,15085
21:41,TWH,14667
21:41,TWO,14083
21:41,TWW,13968
21:41,UNI,14016
21:41,WAC,13492
21:41,WCH,14642
21:41,WHA,14841
21:41,WKS,15218
21:41,WTS,13644
21:41,YAT,12194
21:41,YMT,11077
21:41,YUL,14684
21:42,ADM,11126
21:42,AIR,15222
21:42,AUS,14240
21:42,AWE,15393
21:42,CAB,13519
21:42,CEN,12992
21:42,CHH,13602
21:42,CHW,14918
21:42,CIO,14381
21:42,CKT,14255
21:42,CSW,13579
21:42,DIH,12245
21:42,DIS,14929
21:42,ETS,14262
21:42,EXC,14077
21:42,FAN,14318
21:42,FOH,13713
21:42,FOT,13737
21:42,HAH,14932
21:42,HEO,14656
21:42,HFC,14612
21:42,HIK,14439
21:42,HKU,14587
21:42,HOK,14286
21:42,HOM,13587
21:42,HUH,11992
21:42,JOR,13703
21:42,KAT,14493
21:42,KET,14648
21:42,KOB,13609
21:42,KOT,11312
21:42,KOW,14554
21:42,KSR,14609
21:42,KWF,14426
21:42,KWH,14558
21:42,KWT,13840
21:42,LAK,12301
21:42,LAT,13724
21:42,LCK,13461
21:42,LET,14803
21:42,LHP,15978
21:42,LMC,15500
21:42,LOF,13625
21:42,LOP,14799
21:42,LOW,15415
21:42,MEF,11689
21:42,MKK,13768
21:42,MOK,10900
21:42,MOS,14979
21:42,NAC,13083
21:42,NOP,13049
21:42,NTK,13654
21:42,OCP,14302
21:42,OLY,14996
21:42,POA,15230
21:42,PRE,11434
21:42,QUB,12690
21:42,SHM,14339
21:42,SHS,14524
21:42,SHT,13895
21:42,SHW,14278
21:42,SIH,15135
21:42,SKM,13492
21:42,SKW,14485
21:42,SOH,15014
21:42,SSP,13415
21:42,STW,14333
21:42,SUN,15023
21:42,SUW,14243
21:42,SWH,14375
21:42,SYP,14574
21:42,TAK,14199
21:42,TAP,14014
21:42,TAW,12202
21:42,TIH,13512
21:42,TIK,12972
21:42,TIS,14874
21:42,TKO,14338
21:42,TKW,14298
21:42,TSH,14669
21:42,TST,13529
